source,target,value,naturalCourt,type
80,88,-7.363659,1405,CL
80,91,28.269669,1405,CL
80,92,17.353483,1405,CL
80,93,-18.178937,1405,CL
81,90,6.933792,1405,CL
81,78,29.258533,1405,CL
81,80,10.641101,1405,CL
81,86,7.491339,1405,CL
81,88,-18.972991,1405,CL
81,91,-1.328463,1405,CL
81,92,21.136986,1405,CL
81,93,-3.412840,1405,CL
86,90,-14.891048,1405,CL
86,78,-2.546796,1405,CL
86,80,3.336342,1405,CL
86,81,14.205343,1405,CL
86,88,26.469623,1405,CL
86,91,-11.386811,1405,CL
86,92,12.718420,1405,CL
86,93,12.629725,1405,CL
88,90,5.471249,1405,CL
88,78,-4.402414,1405,CL
88,80,-0.946868,1405,CL
88,81,-14.463623,1405,CL
88,86,26.793610,1405,CL
88,91,13.944974,1405,CL
88,92,-6.159560,1405,CL
88,93,1.800951,1405,CL
91,90,1.298644,1405,CL
91,78,-6.287219,1405,CL
91,80,18.702490,1405,CL
91,81,-6.491298,1405,CL
91,86,-5.810801,1405,CL
91,88,11.796676,1405,CL
91,92,4.823474,1405,CL
91,93,15.106155,1405,CL
92,90,19.231577,1405,CL
92,78,2.415678,1405,CL
92,80,8.973169,1405,CL
92,81,13.364683,1405,CL
92,86,10.549331,1405,CL
92,88,0.718915,1405,CL
92,91,-3.103529,1405,CL
92,93,-12.111023,1405,CL
93,90,15.362962,1405,CL
93,78,5.286166,1405,CL
93,80,-13.599659,1405,CL
93,81,-6.164416,1405,CL
93,86,13.741478,1405,CL
93,88,-6.960839,1405,CL
93,91,20.554891,1405,CL
93,92,-6.477926,1405,CL
91,78,-0.034449,1405,nonCL
91,81,-5.238431,1405,nonCL
91,92,13.838115,1405,nonCL
91,90,12.714915,1405,nonCL
91,88,-16.360298,1405,nonCL
91,80,28.972081,1405,nonCL
91,86,26.493104,1405,nonCL
91,93,29.254498,1405,nonCL
78,91,-3.381595,1405,nonCL
78,81,4.237607,1405,nonCL
78,92,18.832924,1405,nonCL
78,90,29.985334,1405,nonCL
78,88,2.935224,1405,nonCL
78,80,-9.323850,1405,nonCL
78,86,4.749862,1405,nonCL
78,93,4.238558,1405,nonCL
81,91,-11.680361,1405,nonCL
81,78,2.961104,1405,nonCL
81,92,16.238327,1405,nonCL
81,90,19.787301,1405,nonCL
81,88,-10.996914,1405,nonCL
81,80,-4.071804,1405,nonCL
81,86,-7.163277,1405,nonCL
81,93,-16.989855,1405,nonCL
92,91,6.153120,1405,nonCL
92,78,20.034966,1405,nonCL
92,81,25.366533,1405,nonCL
92,90,-11.500401,1405,nonCL
92,88,8.537613,1405,nonCL
92,80,15.794722,1405,nonCL
92,86,8.285590,1405,nonCL
92,93,-2.050535,1405,nonCL
90,91,-1.093258,1405,nonCL
90,78,37.795496,1405,nonCL
90,81,22.437085,1405,nonCL
90,92,1.654238,1405,nonCL
90,88,-0.549319,1405,nonCL
90,80,-10.910185,1405,nonCL
90,86,-16.366764,1405,nonCL
90,93,7.423415,1405,nonCL
88,91,-6.632608,1405,nonCL
88,78,15.508615,1405,nonCL
88,81,-9.020891,1405,nonCL
88,92,9.520894,1405,nonCL
88,90,3.649336,1405,nonCL
88,80,3.040480,1405,nonCL
88,86,29.791011,1405,nonCL
88,93,-1.757024,1405,nonCL
80,91,25.198375,1405,nonCL
80,78,2.157214,1405,nonCL
80,81,-11.235431,1405,nonCL
80,92,15.275353,1405,nonCL
80,90,-7.725994,1405,nonCL
80,88,5.423097,1405,nonCL
80,86,-1.568213,1405,nonCL
80,93,-5.423270,1405,nonCL
86,91,20.787276,1405,nonCL
86,78,-2.606302,1405,nonCL
86,81,-5.414180,1405,nonCL
86,92,1.519330,1405,nonCL
86,90,-2.088101,1405,nonCL
86,88,21.609424,1405,nonCL
86,80,-2.671301,1405,nonCL
86,93,3.043555,1405,nonCL
93,91,22.414435,1405,nonCL
93,78,-13.710110,1405,nonCL
93,81,-4.087751,1405,nonCL
93,92,-10.565252,1405,nonCL
93,90,0.310925,1405,nonCL
93,88,-0.780922,1405,nonCL
93,80,-5.024583,1405,nonCL
93,86,2.996209,1405,nonCL
91,78,-6.898006,1406,CL
91,81,-18.186570,1406,CL
91,94,15.647334,1406,CL
91,92,11.086731,1406,CL
91,90,-11.450995,1406,CL
91,88,15.521038,1406,CL
91,80,26.455608,1406,CL
91,93,1.059673,1406,CL
78,91,-11.518187,1406,CL
78,81,23.141120,1406,CL
78,94,-15.847269,1406,CL
78,92,-3.760519,1406,CL
78,90,25.710820,1406,CL
78,88,-17.152450,1406,CL
78,80,5.513034,1406,CL
78,93,3.872547,1406,CL
81,91,-6.366687,1406,CL
81,78,20.623234,1406,CL
81,94,17.599945,1406,CL
81,92,34.356769,1406,CL
81,90,-1.019371,1406,CL
81,88,-8.656854,1406,CL
81,80,-3.798760,1406,CL
81,93,2.256199,1406,CL
94,91,5.428827,1406,CL
94,78,-7.275379,1406,CL
94,81,5.455989,1406,CL
94,92,7.555185,1406,CL
94,90,-0.319308,1406,CL
94,88,-5.662908,1406,CL
94,80,4.125678,1406,CL
94,93,12.331710,1406,CL
92,91,14.717659,1406,CL
92,78,-7.370590,1406,CL
92,81,34.147368,1406,CL
92,94,-1.048236,1406,CL
92,90,26.385253,1406,CL
92,88,-2.725608,1406,CL
92,80,6.418707,1406,CL
92,93,-27.333488,1406,CL
90,91,-8.993240,1406,CL
90,78,19.628093,1406,CL
90,81,-7.592641,1406,CL
90,94,-3.063641,1406,CL
90,92,25.582432,1406,CL
90,88,10.584203,1406,CL
90,80,-23.970132,1406,CL
90,93,10.418186,1406,CL
88,91,14.711534,1406,CL
88,78,-10.206464,1406,CL
88,81,-0.871973,1406,CL
88,94,-4.582447,1406,CL
88,92,0.464966,1406,CL
88,90,18.252942,1406,CL
88,80,3.289421,1406,CL
88,93,17.390792,1406,CL
80,91,22.623308,1406,CL
80,78,9.068180,1406,CL
80,81,-1.969297,1406,CL
80,94,-0.444591,1406,CL
80,92,5.609528,1406,CL
80,90,-10.223182,1406,CL
80,88,-0.159320,1406,CL
80,93,8.184764,1406,CL
93,91,1.738067,1406,CL
93,78,6.746487,1406,CL
93,81,1.141892,1406,CL
93,94,10.072426,1406,CL
93,92,-0.647241,1406,CL
93,90,2.435937,1406,CL
93,88,13.759846,1406,CL
93,80,6.881828,1406,CL
91,78,13.537159,1406,nonCL
91,81,-17.282290,1406,nonCL
91,94,14.400901,1406,nonCL
91,92,-0.974937,1406,nonCL
91,90,7.486929,1406,nonCL
91,88,18.297411,1406,nonCL
91,80,22.377968,1406,nonCL
91,93,11.044373,1406,nonCL
78,91,12.617140,1406,nonCL
78,81,20.454962,1406,nonCL
78,94,-13.236165,1406,nonCL
78,92,-12.244351,1406,nonCL
78,90,16.134474,1406,nonCL
78,88,8.335368,1406,nonCL
78,80,6.958425,1406,nonCL
78,93,-5.745822,1406,nonCL
81,91,-14.711532,1406,nonCL
81,78,20.545503,1406,nonCL
81,94,12.251468,1406,nonCL
81,92,6.385024,1406,nonCL
81,90,12.955698,1406,nonCL
81,88,-13.214516,1406,nonCL
81,80,5.612805,1406,nonCL
81,93,7.639275,1406,nonCL
94,91,8.264144,1406,nonCL
94,78,-8.911786,1406,nonCL
94,81,8.496536,1406,nonCL
94,92,12.325823,1406,nonCL
94,90,-9.257420,1406,nonCL
94,88,-4.315192,1406,nonCL
94,80,-0.806265,1406,nonCL
94,93,13.066640,1406,nonCL
92,91,6.961771,1406,nonCL
92,78,-15.645224,1406,nonCL
92,81,6.229012,1406,nonCL
92,94,17.274346,1406,nonCL
92,90,25.749908,1406,nonCL
92,88,0.970430,1406,nonCL
92,80,15.442423,1406,nonCL
92,93,-13.045721,1406,nonCL
90,91,-14.471144,1406,nonCL
90,78,18.455013,1406,nonCL
90,81,14.047909,1406,nonCL
90,94,-6.054329,1406,nonCL
90,92,27.177725,1406,nonCL
90,88,21.391384,1406,nonCL
90,80,-17.198042,1406,nonCL
90,93,-13.131595,1406,nonCL
88,91,12.149844,1406,nonCL
88,78,6.946531,1406,nonCL
88,81,-19.679159,1406,nonCL
88,94,2.398758,1406,nonCL
88,92,-2.387144,1406,nonCL
88,90,12.508159,1406,nonCL
88,80,5.153138,1406,nonCL
88,93,5.181597,1406,nonCL
80,91,13.921142,1406,nonCL
80,78,-3.230112,1406,nonCL
80,81,-1.052216,1406,nonCL
80,94,0.257653,1406,nonCL
80,92,14.954523,1406,nonCL
80,90,-12.163579,1406,nonCL
80,88,-3.136695,1406,nonCL
80,93,12.126787,1406,nonCL
93,91,12.852473,1406,nonCL
93,78,-1.638799,1406,nonCL
93,81,5.901210,1406,nonCL
93,94,18.182270,1406,nonCL
93,92,-12.011394,1406,nonCL
93,90,3.080745,1406,nonCL
93,88,9.146617,1406,nonCL
93,80,19.824755,1406,nonCL
91,78,-15.306929,1407,CL
91,81,-4.260366,1407,CL
91,94,6.546298,1407,CL
91,92,8.751750,1407,CL
91,90,-1.282836,1407,CL
91,88,7.928843,1407,CL
91,80,24.598435,1407,CL
91,95,-18.781539,1407,CL
78,91,-22.273310,1407,CL
78,81,29.704967,1407,CL
78,94,24.734798,1407,CL
78,92,6.791123,1407,CL
78,90,-17.931551,1407,CL
78,88,21.711140,1407,CL
78,80,7.494992,1407,CL
78,95,-7.661079,1407,CL
81,91,-3.932591,1407,CL
81,78,29.175982,1407,CL
81,94,-32.791988,1407,CL
81,92,11.933730,1407,CL
81,90,42.554405,1407,CL
81,88,-30.215209,1407,CL
81,80,6.427192,1407,CL
81,95,3.089727,1407,CL
94,91,5.879746,1407,CL
94,78,15.051706,1407,CL
94,81,-11.324921,1407,CL
94,92,15.369240,1407,CL
94,90,5.265576,1407,CL
94,88,-5.012724,1407,CL
94,80,-7.774442,1407,CL
94,95,-5.307688,1407,CL
92,91,18.827015,1407,CL
92,78,6.876874,1407,CL
92,81,2.347579,1407,CL
92,94,20.644844,1407,CL
92,90,10.383462,1407,CL
92,88,-2.932683,1407,CL
92,80,22.040372,1407,CL
92,95,30.264828,1407,CL
90,91,-3.925213,1407,CL
90,78,-9.818026,1407,CL
90,81,30.724715,1407,CL
90,94,2.488450,1407,CL
90,92,11.239742,1407,CL
90,88,-7.536265,1407,CL
90,80,9.974390,1407,CL
90,95,4.711360,1407,CL
88,91,7.996989,1407,CL
88,78,13.707544,1407,CL
88,81,-17.067289,1407,CL
88,94,-5.633231,1407,CL
88,92,0.600623,1407,CL
88,90,-4.710005,1407,CL
88,80,12.263897,1407,CL
88,95,20.040303,1407,CL
80,91,21.376776,1407,CL
80,78,5.284260,1407,CL
80,81,2.267901,1407,CL
80,94,-4.740054,1407,CL
80,92,21.931907,1407,CL
80,90,10.029211,1407,CL
80,88,6.836023,1407,CL
80,95,9.257667,1407,CL
95,91,-15.658427,1407,CL
95,78,-4.681963,1407,CL
95,81,2.234858,1407,CL
95,94,-1.616470,1407,CL
95,92,22.788138,1407,CL
95,90,7.832278,1407,CL
95,88,17.762161,1407,CL
95,80,8.965067,1407,CL
91,78,-31.068352,1407,nonCL
91,81,4.048820,1407,nonCL
91,94,8.490996,1407,nonCL
91,92,20.594596,1407,nonCL
91,90,-19.544239,1407,nonCL
91,88,19.419110,1407,nonCL
91,80,-1.640740,1407,nonCL
91,95,0.135989,1407,nonCL
78,91,-19.344754,1407,nonCL
78,81,6.499425,1407,nonCL
78,94,-4.286638,1407,nonCL
78,92,-1.234584,1407,nonCL
78,90,-0.625849,1407,nonCL
78,88,6.830567,1407,nonCL
78,80,-11.583979,1407,nonCL
78,95,12.594569,1407,nonCL
81,91,3.679453,1407,nonCL
81,78,9.027821,1407,nonCL
81,94,-19.067941,1407,nonCL
81,92,29.716785,1407,nonCL
81,90,29.133138,1407,nonCL
81,88,-15.270306,1407,nonCL
81,80,-23.189823,1407,nonCL
81,95,2.207451,1407,nonCL
94,91,8.700568,1407,nonCL
94,78,-4.634547,1407,nonCL
94,81,-20.636860,1407,nonCL
94,92,6.617094,1407,nonCL
94,90,6.985219,1407,nonCL
94,88,-14.766872,1407,nonCL
94,80,7.861817,1407,nonCL
94,95,19.972148,1407,nonCL
92,91,17.042057,1407,nonCL
92,78,3.097439,1407,nonCL
92,81,20.638044,1407,nonCL
92,94,3.349929,1407,nonCL
92,90,-1.657200,1407,nonCL
92,88,1.984236,1407,nonCL
92,80,6.325480,1407,nonCL
92,95,24.064697,1407,nonCL
90,91,-17.471053,1407,nonCL
90,78,-0.803715,1407,nonCL
90,81,23.179508,1407,nonCL
90,94,12.484152,1407,nonCL
90,92,0.605275,1407,nonCL
90,88,12.871547,1407,nonCL
90,80,6.667922,1407,nonCL
90,95,12.912517,1407,nonCL
88,91,23.960516,1407,nonCL
88,78,13.814068,1407,nonCL
88,81,-15.709915,1407,nonCL
88,94,-19.465324,1407,nonCL
88,92,4.437654,1407,nonCL
88,90,17.415530,1407,nonCL
88,80,16.729538,1407,nonCL
88,95,16.271545,1407,nonCL
80,91,-3.513249,1407,nonCL
80,78,-6.963430,1407,nonCL
80,81,-8.488479,1407,nonCL
80,94,5.162672,1407,nonCL
80,92,5.873330,1407,nonCL
80,90,5.389771,1407,nonCL
80,88,4.299346,1407,nonCL
80,95,11.688667,1407,nonCL
95,91,-6.268422,1407,nonCL
95,78,30.424948,1407,nonCL
95,81,0.780426,1407,nonCL
95,94,27.551288,1407,nonCL
95,92,30.783935,1407,nonCL
95,90,19.155750,1407,nonCL
95,88,24.439299,1407,nonCL
95,80,25.814640,1407,nonCL
91,78,15.728874,1408,CL
91,81,-12.609375,1408,CL
91,94,16.038166,1408,CL
91,92,-15.840432,1408,CL
91,95,14.821860,1408,CL
91,90,9.033542,1408,CL
91,88,22.476349,1408,CL
91,96,-11.301865,1408,CL
78,91,12.784721,1408,CL
78,81,22.035257,1408,CL
78,94,-1.063116,1408,CL
78,92,1.898235,1408,CL
78,95,19.435542,1408,CL
78,90,-0.107193,1408,CL
78,88,-19.520973,1408,CL
78,96,-2.724554,1408,CL
81,91,-12.296922,1408,CL
81,78,32.766914,1408,CL
81,94,-17.750435,1408,CL
81,92,5.734829,1408,CL
81,95,-22.332478,1408,CL
81,90,24.604093,1408,CL
81,88,16.512065,1408,CL
81,96,25.935406,1408,CL
94,91,9.632673,1408,CL
94,78,4.760337,1408,CL
94,81,-10.013168,1408,CL
94,92,12.904791,1408,CL
94,95,12.045095,1408,CL
94,90,-8.297015,1408,CL
94,88,5.315049,1408,CL
94,96,24.618247,1408,CL
92,91,-18.188844,1408,CL
92,78,5.371600,1408,CL
92,81,-5.792681,1408,CL
92,94,14.820295,1408,CL
92,95,13.472761,1408,CL
92,90,16.193934,1408,CL
92,88,7.841336,1408,CL
92,96,10.660054,1408,CL
95,91,9.594412,1408,CL
95,78,11.264517,1408,CL
95,81,-10.335473,1408,CL
95,94,10.858698,1408,CL
95,92,16.813190,1408,CL
95,90,-3.987265,1408,CL
95,88,5.620541,1408,CL
95,96,-4.161675,1408,CL
90,91,2.150379,1408,CL
90,78,-3.453507,1408,CL
90,81,7.385854,1408,CL
90,94,-6.937554,1408,CL
90,92,11.472468,1408,CL
90,95,4.186567,1408,CL
90,88,-1.009971,1408,CL
90,96,7.801343,1408,CL
88,91,21.847072,1408,CL
88,78,-15.669175,1408,CL
88,81,10.049313,1408,CL
88,94,5.193731,1408,CL
88,92,-0.869942,1408,CL
88,95,3.950415,1408,CL
88,90,11.025637,1408,CL
88,96,-4.834242,1408,CL
96,91,-8.578877,1408,CL
96,78,-7.125778,1408,CL
96,81,18.698790,1408,CL
96,94,23.678512,1408,CL
96,92,13.924186,1408,CL
96,95,0.666869,1408,CL
96,90,11.991572,1408,CL
96,88,-9.567065,1408,CL
91,78,-16.879266,1408,nonCL
91,81,2.044716,1408,nonCL
91,94,28.825880,1408,nonCL
91,92,-8.096211,1408,nonCL
91,95,16.064695,1408,nonCL
91,90,-4.165988,1408,nonCL
91,88,16.756001,1408,nonCL
91,96,12.009096,1408,nonCL
78,91,-18.573235,1408,nonCL
78,81,30.329707,1408,nonCL
78,94,3.192289,1408,nonCL
78,92,-12.775640,1408,nonCL
78,95,10.090076,1408,nonCL
78,90,19.755821,1408,nonCL
78,88,15.729034,1408,nonCL
78,96,21.353042,1408,nonCL
81,91,-0.551372,1408,nonCL
81,78,9.522711,1408,nonCL
81,94,-0.853258,1408,nonCL
81,92,5.320922,1408,nonCL
81,95,4.948698,1408,nonCL
81,90,1.653101,1408,nonCL
81,88,10.605311,1408,nonCL
81,96,-2.696953,1408,nonCL
94,91,18.343248,1408,nonCL
94,78,-0.104523,1408,nonCL
94,81,3.317926,1408,nonCL
94,92,8.320617,1408,nonCL
94,95,7.054869,1408,nonCL
94,90,-12.595449,1408,nonCL
94,88,7.438812,1408,nonCL
94,96,12.376710,1408,nonCL
92,91,-18.984739,1408,nonCL
92,78,-12.353066,1408,nonCL
92,81,9.475709,1408,nonCL
92,94,7.595796,1408,nonCL
92,95,25.789107,1408,nonCL
92,90,37.213821,1408,nonCL
92,88,1.164929,1408,nonCL
92,96,11.700872,1408,nonCL
95,91,15.026256,1408,nonCL
95,78,15.006847,1408,nonCL
95,81,3.695665,1408,nonCL
95,94,6.811691,1408,nonCL
95,92,11.758931,1408,nonCL
95,90,-3.674750,1408,nonCL
95,88,-0.817881,1408,nonCL
95,96,-9.634821,1408,nonCL
90,91,0.338362,1408,nonCL
90,78,16.065958,1408,nonCL
90,81,-6.550331,1408,nonCL
90,94,-20.928303,1408,nonCL
90,92,33.781478,1408,nonCL
90,95,-11.238550,1408,nonCL
90,88,9.832618,1408,nonCL
90,96,-0.057601,1408,nonCL
88,91,11.674592,1408,nonCL
88,78,6.637556,1408,nonCL
88,81,8.468944,1408,nonCL
88,94,6.837959,1408,nonCL
88,92,1.811211,1408,nonCL
88,95,2.170721,1408,nonCL
88,90,9.311873,1408,nonCL
88,96,-14.697275,1408,nonCL
96,91,9.671076,1408,nonCL
96,78,14.214221,1408,nonCL
96,81,-11.977458,1408,nonCL
96,94,17.740278,1408,nonCL
96,92,14.534265,1408,nonCL
96,95,-11.566591,1408,nonCL
96,90,4.286376,1408,nonCL
96,88,-21.655434,1408,nonCL
90,78,-1.942529,1409,CL
90,81,6.870320,1409,CL
90,88,17.617034,1409,CL
90,91,1.649913,1409,CL
90,92,14.865655,1409,CL
90,94,-23.900779,1409,CL
90,95,-11.029889,1409,CL
90,97,21.502554,1409,CL
78,90,-0.213865,1409,CL
78,81,18.280094,1409,CL
78,88,-2.453571,1409,CL
78,91,10.200413,1409,CL
78,92,-8.318356,1409,CL
78,94,10.665985,1409,CL
78,95,-4.681464,1409,CL
78,97,-6.955422,1409,CL
81,90,3.299439,1409,CL
81,78,19.957059,1409,CL
81,88,-19.089284,1409,CL
81,91,-18.543345,1409,CL
81,92,23.984016,1409,CL
81,94,-1.446627,1409,CL
81,95,3.650035,1409,CL
81,97,21.220258,1409,CL
88,90,20.442570,1409,CL
88,78,-4.732587,1409,CL
88,81,-18.816460,1409,CL
88,91,22.888992,1409,CL
88,92,16.479483,1409,CL
88,94,0.988781,1409,CL
88,95,4.482106,1409,CL
88,97,4.847329,1409,CL
91,90,0.446527,1409,CL
91,78,9.503373,1409,CL
91,81,-11.939255,1409,CL
91,88,21.798943,1409,CL
91,92,-1.595370,1409,CL
91,94,19.632008,1409,CL
91,95,21.651481,1409,CL
91,97,-7.604760,1409,CL
92,90,17.067090,1409,CL
92,78,-13.818103,1409,CL
92,81,15.683262,1409,CL
92,88,12.262948,1409,CL
92,91,-9.730286,1409,CL
92,94,-3.519017,1409,CL
92,95,3.876492,1409,CL
92,97,-10.493411,1409,CL
94,90,-19.589531,1409,CL
94,78,9.364726,1409,CL
94,81,-2.286085,1409,CL
94,88,0.277729,1409,CL
94,91,15.769931,1409,CL
94,92,-4.844236,1409,CL
94,95,11.956556,1409,CL
94,97,11.774194,1409,CL
95,90,-6.088206,1409,CL
95,78,-6.832869,1409,CL
95,81,-6.160837,1409,CL
95,88,4.618155,1409,CL
95,91,8.875671,1409,CL
95,92,2.663905,1409,CL
95,94,14.237720,1409,CL
95,97,-2.720478,1409,CL
97,90,22.541638,1409,CL
97,78,-5.661477,1409,CL
97,81,18.848532,1409,CL
97,88,-6.488477,1409,CL
97,91,-8.079506,1409,CL
97,92,-7.759760,1409,CL
97,94,11.147149,1409,CL
97,95,12.075770,1409,CL
90,78,-13.162518,1409,nonCL
90,81,-13.086170,1409,nonCL
90,88,24.546909,1409,nonCL
90,91,-18.824905,1409,nonCL
90,92,31.811333,1409,nonCL
90,94,-0.893335,1409,nonCL
90,95,-33.783925,1409,nonCL
90,97,32.788602,1409,nonCL
78,90,-5.187100,1409,nonCL
78,81,14.285162,1409,nonCL
78,88,6.663971,1409,nonCL
78,91,-18.074783,1409,nonCL
78,92,-6.045598,1409,nonCL
78,94,30.206153,1409,nonCL
78,95,-3.177372,1409,nonCL
78,97,4.613983,1409,nonCL
81,90,-4.860322,1409,nonCL
81,78,6.991846,1409,nonCL
81,88,3.494113,1409,nonCL
81,91,-2.197869,1409,nonCL
81,92,13.565174,1409,nonCL
81,94,3.275290,1409,nonCL
81,95,-0.923478,1409,nonCL
81,97,6.982506,1409,nonCL
88,90,15.220056,1409,nonCL
88,78,11.233490,1409,nonCL
88,81,-3.212639,1409,nonCL
88,91,4.939194,1409,nonCL
88,92,-6.522136,1409,nonCL
88,94,-4.131157,1409,nonCL
88,95,11.440054,1409,nonCL
88,97,-9.995656,1409,nonCL
91,90,-10.167645,1409,nonCL
91,78,-20.267722,1409,nonCL
91,81,-3.289909,1409,nonCL
91,88,9.275810,1409,nonCL
91,92,4.846285,1409,nonCL
91,94,40.482842,1409,nonCL
91,95,-4.094629,1409,nonCL
91,97,6.882367,1409,nonCL
92,90,27.141094,1409,nonCL
92,78,-3.507996,1409,nonCL
92,81,29.108429,1409,nonCL
92,88,-20.659199,1409,nonCL
92,91,6.629647,1409,nonCL
92,94,3.954471,1409,nonCL
92,95,24.071408,1409,nonCL
92,97,-25.887094,1409,nonCL
94,90,1.337475,1409,nonCL
94,78,21.302959,1409,nonCL
94,81,-3.733486,1409,nonCL
94,88,-4.205436,1409,nonCL
94,91,23.884042,1409,nonCL
94,92,6.874611,1409,nonCL
94,95,5.306320,1409,nonCL
94,97,-2.272350,1409,nonCL
95,90,-14.249260,1409,nonCL
95,78,-6.324246,1409,nonCL
95,81,-7.925878,1409,nonCL
95,88,11.228954,1409,nonCL
95,91,-6.352545,1409,nonCL
95,92,17.123531,1409,nonCL
95,94,8.866484,1409,nonCL
95,97,8.326038,1409,nonCL
97,90,21.659026,1409,nonCL
97,78,5.201881,1409,nonCL
97,81,18.655624,1409,nonCL
97,88,-11.839286,1409,nonCL
97,91,10.496950,1409,nonCL
97,92,-10.090872,1409,nonCL
97,94,-7.943882,1409,nonCL
97,95,8.655193,1409,nonCL
91,78,8.490007,1410,CL
91,81,-5.373255,1410,CL
91,94,12.299800,1410,CL
91,98,10.407804,1410,CL
91,92,-12.641528,1410,CL
91,95,10.297072,1410,CL
91,90,-0.195624,1410,CL
91,97,4.080204,1410,CL
78,91,4.934542,1410,CL
78,81,9.578616,1410,CL
78,94,0.959924,1410,CL
78,98,4.236924,1410,CL
78,92,-9.283618,1410,CL
78,95,7.000402,1410,CL
78,90,-2.371274,1410,CL
78,97,3.828311,1410,CL
81,91,-8.482689,1410,CL
81,78,17.883289,1410,CL
81,94,-7.768402,1410,CL
81,98,25.470718,1410,CL
81,92,9.271313,1410,CL
81,95,-33.976677,1410,CL
81,90,-13.052534,1410,CL
81,97,16.688102,1410,CL
94,91,12.120567,1410,CL
94,78,0.627577,1410,CL
94,81,-1.343022,1410,CL
94,98,5.972551,1410,CL
94,92,17.074427,1410,CL
94,95,0.021652,1410,CL
94,90,-23.809805,1410,CL
94,97,9.135383,1410,CL
98,91,12.064673,1410,CL
98,78,-6.916095,1410,CL
98,81,24.093781,1410,CL
98,94,4.264638,1410,CL
98,92,5.315504,1410,CL
98,95,-0.542687,1410,CL
98,90,30.104747,1410,CL
98,97,-20.920257,1410,CL
92,91,-30.238733,1410,CL
92,78,-25.540976,1410,CL
92,81,14.313886,1410,CL
92,94,31.256116,1410,CL
92,98,6.017732,1410,CL
92,95,31.349761,1410,CL
92,90,19.558898,1410,CL
92,97,5.741881,1410,CL
95,91,10.712643,1410,CL
95,78,10.046357,1410,CL
95,81,-27.659768,1410,CL
95,94,0.690901,1410,CL
95,98,2.068992,1410,CL
95,92,14.737183,1410,CL
95,90,-1.417515,1410,CL
95,97,-7.642801,1410,CL
90,91,-1.762926,1410,CL
90,78,-2.599413,1410,CL
90,81,-4.671745,1410,CL
90,94,-26.425153,1410,CL
90,98,32.280370,1410,CL
90,92,15.059101,1410,CL
90,95,2.113029,1410,CL
90,97,12.757838,1410,CL
97,91,6.510113,1410,CL
97,78,1.402912,1410,CL
97,81,12.307345,1410,CL
97,94,7.859411,1410,CL
97,98,1.468212,1410,CL
97,92,10.352159,1410,CL
97,95,-3.411512,1410,CL
97,90,7.829385,1410,CL
90,78,-5.955449,1410,nonCL
90,81,13.281718,1410,nonCL
90,91,-18.898709,1410,nonCL
90,92,37.225415,1410,nonCL
90,94,-11.377793,1410,nonCL
90,95,-2.524118,1410,nonCL
90,97,25.172745,1410,nonCL
90,98,38.025777,1410,nonCL
78,90,-6.779915,1410,nonCL
78,81,12.313503,1410,nonCL
78,91,-1.971952,1410,nonCL
78,92,18.625080,1410,nonCL
78,94,-8.908012,1410,nonCL
78,95,14.672922,1410,nonCL
78,97,9.909104,1410,nonCL
78,98,1.700445,1410,nonCL
81,90,11.198462,1410,nonCL
81,78,14.535911,1410,nonCL
81,91,1.747455,1410,nonCL
81,92,-0.362919,1410,nonCL
81,94,8.408457,1410,nonCL
81,95,-13.329705,1410,nonCL
81,97,9.335012,1410,nonCL
81,98,-6.457408,1410,nonCL
91,90,-12.580612,1410,nonCL
91,78,1.173703,1410,nonCL
91,81,1.081703,1410,nonCL
91,92,0.612973,1410,nonCL
91,94,21.435398,1410,nonCL
91,95,-14.331396,1410,nonCL
91,97,20.364693,1410,nonCL
91,98,16.563945,1410,nonCL
92,90,30.959842,1410,nonCL
92,78,18.933978,1410,nonCL
92,81,-13.873783,1410,nonCL
92,91,2.594351,1410,nonCL
92,94,-4.492405,1410,nonCL
92,95,3.040116,1410,nonCL
92,97,-0.813872,1410,nonCL
92,98,-3.537361,1410,nonCL
94,90,-11.364301,1410,nonCL
94,78,-17.221727,1410,nonCL
94,81,7.373548,1410,nonCL
94,91,21.560544,1410,nonCL
94,92,6.178482,1410,nonCL
94,95,19.401703,1410,nonCL
94,97,-2.572985,1410,nonCL
94,98,18.393095,1410,nonCL
95,90,1.562859,1410,nonCL
95,78,18.605530,1410,nonCL
95,81,-10.771623,1410,nonCL
95,91,-12.533390,1410,nonCL
95,92,11.899407,1410,nonCL
95,94,23.061121,1410,nonCL
95,97,13.660361,1410,nonCL
95,98,-0.490043,1410,nonCL
97,90,5.855669,1410,nonCL
97,78,10.422900,1410,nonCL
97,81,4.073693,1410,nonCL
97,91,18.715458,1410,nonCL
97,92,10.701170,1410,nonCL
97,94,-4.468891,1410,nonCL
97,95,13.069660,1410,nonCL
97,98,0.187762,1410,nonCL
98,90,17.978341,1410,nonCL
98,78,-7.730202,1410,nonCL
98,81,-10.858317,1410,nonCL
98,91,13.429644,1410,nonCL
98,92,-3.967013,1410,nonCL
98,94,14.701570,1410,nonCL
98,95,3.860182,1410,nonCL
98,97,1.156110,1410,nonCL
91,78,8.734797,1411,CL
91,81,3.382450,1411,CL
91,94,26.169462,1411,CL
91,98,-26.537415,1411,CL
91,92,20.604816,1411,CL
91,95,-18.218661,1411,CL
91,90,-26.435832,1411,CL
78,91,4.765993,1411,CL
78,81,28.042493,1411,CL
